GPS Time (HHMMSS), Runtime in ms, GPS Altitude, Latitude, Longitude, Number of Satellites, Speed (m/s), Pressure (atm), Pressure Altitude, Internal Temperature (TMP36) (C), Outside Temperature (Thermistor) (C), Humidity, X-Acceleration (Gs), Y-Acceleration (Gs), Z-Acceleration (Gs), Microphone, RPi On/Off
15:58:02, 3948321, 10707.00, 41.776653, 84.193893, 09, 28.70, 0.13, 17952.68, 22.89, -30.77, 44.92, -0.93, 0.16, 0.97, 2.76, 0
15:58:03, 3949523, 10711.50, 41.776725, 84.193565, 09, 28.05, 0.13, 17761.46, 22.03, -30.51, 43.92, -0.75, 0.11, 0.97, 2.79, 0
15:58:04, 3950372, 10715.50, 41.776794, 84.193267, 09, 23.55, 0.13, 18052.37, 24.19, -30.64, 44.92, -1.04, 0.20, 0.97, 2.77, 0
15:58:05, 3951364, 10719.20, 41.776863, 84.193023, 09, 20.15, 0.13, 17873.64, 22.03, -30.51, 46.91, -1.01, 0.03, 1.01, 2.83, 0
15:58:06, 3952326, 10723.10, 41.776939, 84.192794, 09, 20.77, 0.13, 17849.21, 22.03, -30.64, 44.92, -0.88, 0.17, 0.89, 2.79, 0
15:58:07, 3953349, 10728.10, 41.777019, 84.192558, 09, 23.23, 0.13, 17868.75, 22.03, -30.57, 46.91, -0.91, 0.09, 1.09, 2.78, 0
15:58:08, 3954571, 10731.70, 41.777107, 84.192276, 09, 27.72, 0.12, 17858.98, 23.76, -30.57, 39.94, -0.84, 0.01, 1.04, 2.81, 0
15:58:09, 3955374, 10735.80, 41.777187, 84.191947, 09, 29.43, 0.13, 18168.10, 22.46, -30.84, 41.93, -0.91, 0.09, 1.14, 2.80, 0
15:58:10, 3956373, 10740.40, 41.777252, 84.191619, 09, 27.16, 0.12, 17771.18, 24.62, -30.71, 42.93, -0.97, 0.31, 0.89, 2.77, 0
15:58:11, 3957376, 10744.70, 41.777309, 84.191329, 09, 23.35, 0.13, 17751.74, 21.17, -30.64, 46.91, -0.81, 0.09, 1.02, 2.79, 0
15:58:12, 3958326, 10748.40, 41.777366, 84.191078, 09, 19.74, 0.12, 18143.26, 24.19, -30.77, 47.91, -1.10, 0.25, 1.07, 2.69, 0
15:58:13, 3959588, 10752.00, 41.777435, 84.190864, 09, 19.48, 0.13, 17854.10, 22.89, -30.90, 43.92, -0.82, 0.04, 0.91, 2.79, 0
15:58:14, 3960345, 10756.00, 41.777511, 84.190628, 09, 22.66, 0.13, 17933.02, 22.46, -30.77, 44.92, -0.81, 0.13, 0.97, 2.77, 0
15:58:15, 3961348, 10760.70, 41.777576, 84.190353, 09, 25.55, 0.13, 18153.20, 20.74, -30.77, 47.91, -0.76, 0.11, 1.11, 2.77, 0
15:58:16, 3962352, 10764.60, 41.777641, 84.190032, 09, 28.73, 0.12, 17942.85, 21.17, -30.97, 48.90, -0.98, 0.36, 1.07, 2.77, 0
15:58:17, 3963406, 10769.10, 41.777690, 84.189704, 09, 27.84, 0.13, 18148.23, 22.46, -31.10, 39.94, -0.93, 0.20, 0.96, 2.79, 0
15:58:18, 3964589, 10774.00, 41.777736, 84.189399, 09, 23.35, 0.13, 17650.51, 22.03, -31.10, 43.92, -0.93, 0.27, 1.02, 2.78, 0
15:58:19, 3965364, 10778.50, 41.777782, 84.189147, 09, 20.66, 0.13, 17550.38, 24.19, -31.10, 47.91, -0.87, 0.01, 1.09, 2.80, 0
15:58:20, 3966349, 10783.50, 41.777843, 84.188911, 09, 20.51, 0.12, 18323.17, 21.60, -31.17, 39.94, -0.87, 0.23, 0.91, 2.78, 0
15:58:21, 3967366, 10789.10, 41.777912, 84.188667, 09, 22.86, 0.13, 18022.71, 22.89, -31.17, 44.92, -0.94, 0.25, 0.99, 2.78, 0
15:58:22, 3968361, 10793.70, 41.777984, 84.188369, 09, 28.58, 0.12, 18022.71, 22.46, -31.37, 45.91, -0.91, 0.16, 1.11, 2.76, 0
15:58:23, 3969550, 10797.50, 41.778053, 84.188018, 09, 30.87, 0.13, 18022.71, 21.17, -31.17, 44.92, -1.03, 0.24, 1.04, 2.76, 0
15:58:24, 3970363, 10802.20, 41.778106, 84.187667, 09, 28.63, 0.13, 18017.76, 22.46, -31.24, 47.91, -0.88, 0.33, 0.92, 2.79, 0
15:58:25, 3971424, 10806.90, 41.778148, 84.187355, 09, 24.43, 0.13, 17707.95, 22.03, -31.10, 44.92, -0.90, 0.31, 1.16, 2.80, 0
15:58:26, 3972407, 10810.70, 41.778194, 84.187088, 09, 20.55, 0.12, 17727.42, 22.46, -31.44, 46.91, -0.88, 0.12, 1.24, 2.80, 0
15:58:27, 3973362, 10815.10, 41.778247, 84.186851, 09, 20.02, 0.12, 17819.87, 23.76, -31.30, 42.93, -0.90, 0.21, 0.97, 2.76, 0
15:58:28, 3974583, 10820.50, 41.778305, 84.186599, 09, 23.06, 0.12, 18297.99, 20.74, -31.57, 46.91, -0.98, 0.17, 0.96, 2.81, 0
15:58:29, 3975428, 10825.30, 41.778369, 84.186309, 09, 27.39, 0.12, 18093.50, 21.17, -31.57, 46.91, -0.91, 0.17, 1.11, 2.75, 0
15:58:30, 3976392, 10830.00, 41.778423, 84.185966, 09, 30.15, 0.12, 18103.46, 22.03, -31.30, 45.91, -0.91, 0.13, 1.07, 2.78, 0
15:58:31, 3977399, 10835.30, 41.778465, 84.185623, 09, 28.53, 0.13, 18103.46, 21.60, -31.44, 46.91, -0.95, 0.27, 0.92, 2.77, 0
15:58:32, 3978420, 10841.00, 41.778507, 84.185302, 09, 24.71, 0.13, 18098.48, 22.03, -31.64, 44.92, -0.72, -0.07, 1.11, 2.82, 0
15:58:33, 3979628, 10845.50, 41.778549, 84.185035, 09, 20.10, 0.12, 18517.51, 22.46, -31.70, 45.91, -0.98, 0.08, 1.27, 2.81, 0
15:58:34, 3980433, 10850.20, 41.778598, 84.184806, 09, 19.03, 0.13, 18098.48, 21.17, -31.50, 46.91, -0.84, 0.08, 0.97, 2.78, 0
15:58:35, 3981393, 10855.70, 41.778659, 84.184570, 09, 22.52, 0.13, 18195.15, 22.46, -31.50, 46.91, -0.90, 0.19, 0.91, 2.78, 0
15:58:36, 3982441, 10860.60, 41.778713, 84.184280, 09, 26.47, 0.12, 18502.22, 20.74, -31.57, 40.93, -0.88, 0.25, 1.17, 2.80, 0
15:58:37, 3983408, 10864.80, 41.778759, 84.183937, 09, 30.97, 0.12, 18190.14, 22.03, -31.64, 53.88, -1.03, 0.21, 1.16, 2.77, 0
15:58:38, 3984652, 10869.80, 41.778789, 84.183578, 09, 29.21, 0.12, 18308.07, 22.03, -31.44, 41.93, -1.07, 0.39, 1.09, 2.78, 0
15:58:39, 3985409, 10874.80, 41.778816, 84.183258, 09, 24.76, 0.12, 18512.41, 22.46, -31.50, 48.90, -0.84, 0.11, 0.89, 2.78, 0
15:58:40, 3986392, 10878.70, 41.778858, 84.182991, 09, 20.62, 0.13, 18200.16, 22.46, -31.50, 47.91, -1.19, 0.11, 1.12, 2.69, 0
15:58:41, 3987438, 10882.30, 41.778919, 84.182762, 09, 19.70, 0.12, 17775.76, 22.03, -31.57, 46.91, -0.97, 0.08, 0.91, 2.74, 0
15:58:42, 3988446, 10887.90, 41.778987, 84.182518, 09, 23.02, 0.12, 18277.82, 21.17, -31.77, 45.91, -0.87, -0.10, 0.92, 2.81, 0
15:58:43, 3989596, 10893.20, 41.779052, 84.182235, 09, 26.50, 0.12, 18190.14, 21.17, -31.84, 42.93, -0.65, -0.16, 1.22, 2.78, 0
15:58:44, 3990406, 10898.10, 41.779106, 84.181900, 09, 30.64, 0.12, 18593.33, 20.31, -31.70, 41.93, -1.06, 0.51, 1.06, 2.76, 0
15:58:45, 3991420, 10903.40, 41.779144, 84.181541, 09, 28.96, 0.12, 18381.75, 22.03, -31.84, 46.91, -0.71, -0.07, 0.96, 2.77, 0
15:58:46, 3992449, 10909.20, 41.779174, 84.181228, 09, 24.67, 0.12, 18396.97, 22.03, -31.70, 44.92, -0.87, 0.31, 1.06, 2.80, 0
15:58:47, 3993469, 10913.40, 41.779216, 84.180961, 09, 19.61, 0.12, 18391.90, 22.03, -31.70, 47.91, -1.01, 0.32, 1.16, 2.74, 0
15:58:48, 3994619, 10917.20, 41.779270, 84.180747, 09, 18.45, 0.12, 18376.67, 24.62, -31.84, 45.91, -1.03, 0.04, 0.94, 2.71, 0
15:58:49, 3995428, 10922.90, 41.779323, 84.180526, 09, 20.59, 0.12, 18165.05, 22.03, -31.70, 48.90, -0.95, 0.20, 0.81, 2.81, 0
15:58:50, 3996461, 10927.60, 41.779373, 84.180259, 09, 24.30, 0.12, 18701.04, 22.03, -31.64, 42.93, -0.81, 0.08, 1.07, 2.78, 0
15:58:51, 3997433, 10931.40, 41.779403, 84.179946, 09, 28.56, 0.12, 18497.12, 22.03, -31.64, 44.92, -1.07, -0.00, 1.11, 2.81, 0
15:58:52, 3998411, 10936.10, 41.779422, 84.179611, 09, 26.82, 0.12, 17983.08, 23.33, -31.77, 45.91, -0.84, 0.12, 0.99, 2.79, 0
15:58:53, 3999673, 10941.90, 41.779441, 84.179313, 09, 23.44, 0.12, 18492.02, 22.89, -31.97, 42.93, -0.71, 0.01, 1.01, 2.79, 0
15:58:54, 4000479, 10945.90, 41.779479, 84.179061, 09, 19.98, 0.12, 18497.12, 21.60, -31.84, 48.90, -0.95, 0.40, 1.14, 2.79, 0
15:58:55, 4001488, 10950.00, 41.779544, 84.178833, 09, 19.35, 0.12, 18492.02, 21.17, -31.77, 50.89, -0.94, 0.31, 1.09, 2.76, 0
15:58:56, 4002424, 10955.10, 41.779624, 84.178604, 09, 22.73, 0.11, 18476.70, 21.60, -31.84, 45.91, -0.94, 0.07, 0.87, 2.82, 0
15:58:57, 4003477, 10960.40, 41.779697, 84.178337, 09, 24.90, 0.12, 18160.03, 22.46, -31.70, 41.93, -0.91, 0.16, 1.09, 2.81, 0
15:58:58, 4004625, 10965.60, 41.779743, 84.178024, 09, 28.45, 0.11, 18381.75, 23.76, -32.10, 44.92, -0.82, 0.24, 1.21, 2.77, 0
15:58:59, 4005441, 10971.10, 41.779769, 84.177680, 09, 28.35, 0.12, 18588.19, 22.46, -31.90, 45.91, -0.93, 0.23, 0.83, 2.82, 0
15:59:00, 4006433, 10978.10, 41.779796, 84.177360, 09, 25.19, 0.12, 18058.57, 20.74, -32.17, 41.93, -0.78, 0.04, 0.94, 2.78, 0
15:59:01, 4007454, 10984.60, 41.779842, 84.177078, 09, 22.76, 0.12, 18567.64, 22.89, -32.30, 46.91, -0.81, 0.13, 1.19, 2.78, 0
15:59:02, 4008511, 10990.40, 41.779914, 84.176826, 09, 22.76, 0.12, 18572.78, 22.46, -32.17, 45.91, -1.09, 0.25, 0.92, 2.75, 0
15:59:03, 4009704, 10996.70, 41.779998, 84.176567, 09, 24.32, 0.12, 18664.85, 21.17, -32.30, 48.90, -0.72, 0.03, 1.02, 2.79, 0
15:59:04, 4010442, 11004.20, 41.780082, 84.176277, 09, 26.83, 0.12, 18557.35, 22.46, -32.30, 38.94, -0.95, 0.17, 0.97, 2.83, 0
15:59:05, 4011451, 11010.20, 41.780151, 84.175956, 09, 28.32, 0.12, 18889.06, 21.60, -32.24, 48.90, -0.84, 0.11, 1.01, 2.79, 0
15:59:06, 4012453, 11016.60, 41.780200, 84.175621, 09, 28.35, 0.11, 18232.33, 22.46, -32.64, 44.92, -0.93, 0.15, 0.99, 2.79, 0
15:59:07, 4013480, 11024.10, 41.780246, 84.175292, 09, 26.62, 0.11, 18747.60, 22.03, -32.64, 47.91, -0.75, 0.15, 0.97, 2.77, 0
15:59:08, 4014659, 11031.20, 41.780307, 84.174995, 09, 24.61, 0.11, 18836.59, 21.17, -32.90, 43.92, -0.87, 0.15, 1.09, 2.79, 0
15:59:09, 4015469, 11037.50, 41.780384, 84.174728, 09, 23.29, 0.12, 18737.16, 22.46, -32.90, 44.92, -0.97, 0.09, 0.97, 2.83, 0
15:59:10, 4016519, 11043.90, 41.780475, 84.174476, 09, 23.48, 0.11, 18731.94, 22.46, -33.17, 48.90, -0.75, 0.12, 0.97, 2.81, 0
15:59:11, 4017506, 11050.80, 41.780567, 84.174217, 09, 24.35, 0.12, 18721.48, 21.17, -32.97, 44.92, -0.98, 0.23, 1.02, 2.78, 0
15:59:12, 4018526, 11058.40, 41.780643, 84.173934, 09, 24.83, 0.11, 18831.34, 22.03, -33.04, 39.94, -1.00, -0.11, 0.97, 2.79, 0
15:59:13, 4019687, 11066.00, 41.780696, 84.173645, 09, 25.03, 0.11, 18841.85, 22.46, -33.17, 45.91, -0.93, 0.11, 0.81, 2.80, 0
15:59:14, 4020541, 11073.90, 41.780742, 84.173355, 09, 24.01, 0.11, 18815.54, 21.17, -33.04, 39.94, -0.81, 0.21, 0.89, 2.86, 0
15:59:15, 4021518, 11081.00, 41.780792, 84.173088, 09, 21.97, 0.11, 18947.84, 22.46, -32.90, 44.92, -0.88, 0.41, 0.97, 2.80, 0
15:59:16, 4022521, 11086.80, 41.780841, 84.172859, 09, 18.79, 0.11, 19153.16, 20.31, -33.04, 40.93, -0.93, 0.33, 1.09, 2.79, 0
15:59:17, 4023479, 11092.40, 41.780883, 84.172645, 09, 17.90, 0.11, 18921.37, 22.46, -33.11, 47.91, -0.84, 0.17, 1.04, 2.78, 0
15:59:18, 4024735, 11099.10, 41.780914, 84.172431, 09, 18.70, 0.12, 18826.07, 22.03, -33.24, 47.91, -0.93, 0.12, 0.92, 2.80, 0
15:59:19, 4025477, 11105.50, 41.780937, 84.172195, 09, 21.20, 0.12, 18926.66, 20.74, -33.17, 49.90, -0.90, 0.16, 1.01, 2.78, 0
15:59:20, 4026473, 11111.80, 41.780952, 84.171928, 09, 23.16, 0.12, 18921.37, 22.46, -33.17, 41.93, -0.81, 0.16, 0.89, 2.78, 0
15:59:21, 4027476, 11117.80, 41.780967, 84.171653, 09, 22.19, 0.11, 19279.38, 22.03, -33.37, 40.93, -0.93, 0.31, 0.91, 2.80, 0
15:59:22, 4028476, 11122.90, 41.780990, 84.171409, 09, 18.93, 0.11, 18505.77, 22.46, -33.17, 44.92, -0.85, 0.31, 1.01, 2.81, 0
15:59:23, 4029730, 11127.10, 41.781013, 84.171203, 09, 16.65, 0.11, 19142.43, 21.60, -33.31, 46.91, -0.98, 0.16, 1.06, 2.78, 0
15:59:24, 4030551, 11132.00, 41.781036, 84.171005, 09, 16.62, 0.11, 19257.80, 21.17, -33.31, 46.91, -0.93, 0.05, 1.07, 2.80, 0
15:59:25, 4031492, 11137.60, 41.781051, 84.170791, 09, 19.20, 0.11, 19028.53, 22.46, -33.31, 45.91, -0.93, 0.12, 0.94, 2.79, 0
15:59:26, 4032490, 11143.20, 41.781063, 84.170547, 09, 21.59, 0.11, 19153.16, 22.03, -33.04, 47.91, -0.91, 0.23, 0.96, 2.78, 0
15:59:27, 4033511, 11148.70, 41.781074, 84.170272, 09, 23.77, 0.11, 19153.16, 20.74, -33.11, 47.91, -0.94, 0.21, 1.01, 2.79, 0
15:59:28, 4034691, 11155.20, 41.781093, 84.169998, 09, 22.99, 0.11, 19044.52, 22.46, -33.24, 49.90, -0.88, 0.39, 0.79, 2.80, 0
15:59:29, 4035492, 11160.40, 41.781131, 84.169746, 09, 19.66, 0.11, 18921.37, 22.03, -32.97, 48.90, -0.87, 0.03, 1.07, 2.76, 0
15:59:30, 4036495, 11164.90, 41.781173, 84.169532, 09, 16.97, 0.11, 19055.18, 23.76, -32.97, 46.91, -1.06, 0.51, 1.17, 2.79, 0
15:59:31, 4037519, 11169.70, 41.781219, 84.169342, 09, 16.96, 0.11, 19268.59, 22.03, -33.17, 57.87, -0.90, 0.09, 0.96, 2.77, 0
15:59:32, 4038552, 11174.80, 41.781257, 84.169136, 09, 17.86, 0.11, 19504.00, 20.74, -33.24, 41.93, -0.84, 0.11, 0.91, 2.79, 0
15:59:33, 4039762, 11179.50, 41.781288, 84.168914, 09, 19.90, 0.11, 19169.24, 22.03, -32.84, 45.91, -0.95, 0.32, 1.01, 2.78, 0
15:59:34, 4040576, 11183.20, 41.781311, 84.168670, 09, 21.37, 0.11, 19174.59, 22.03, -32.90, 45.91, -1.09, 0.47, 1.01, 2.79, 0
15:59:35, 4041569, 11186.40, 41.781337, 84.168426, 09, 19.71, 0.11, 19311.68, 21.60, -32.64, 46.91, -0.73, 0.04, 1.02, 2.77, 0
15:59:36, 4042559, 11189.70, 41.781364, 84.168197, 09, 18.93, 0.11, 19317.05, 21.60, -32.50, 45.91, -0.97, 0.19, 0.96, 2.81, 0
15:59:37, 4043574, 11193.30, 41.781398, 84.167976, 09, 18.23, 0.11, 19563.92, 22.46, -32.70, 39.94, -1.01, 0.17, 0.92, 2.80, 0
15:59:38, 4044738, 11197.40, 41.781436, 84.167762, 09, 18.61, 0.11, 19217.34, 21.17, -32.57, 41.93, -0.90, 0.15, 0.89, 2.80, 0
15:59:39, 4045516, 11201.60, 41.781478, 84.167533, 09, 20.51, 0.11, 18995.35, 23.76, -32.50, 50.89, -0.85, 0.15, 0.99, 2.79, 0
15:59:40, 4046565, 11205.50, 41.781517, 84.167282, 09, 22.68, 0.11, 19684.34, 20.74, -32.37, 44.92, -1.01, 0.21, 0.99, 2.79, 0
15:59:41, 4047513, 11209.20, 41.781555, 84.166999, 09, 24.19, 0.11, 19343.88, 22.46, -32.10, 41.93, -0.91, 0.11, 0.96, 2.79, 0
15:59:42, 4048525, 11213.00, 41.781589, 84.166709, 09, 24.20, 0.11, 19482.83, 21.17, -32.17, 42.93, -0.87, 0.17, 0.87, 2.80, 0
15:59:43, 4049745, 11216.90, 41.781627, 84.166435, 09, 22.47, 0.11, 19601.90, 20.74, -31.97, 47.91, -0.73, -0.02, 1.12, 2.79, 0
15:59:44, 4050578, 11219.70, 41.781677, 84.166183, 09, 20.51, 0.11, 19365.32, 21.60, -31.84, 45.91, -0.90, 0.12, 1.01, 2.81, 0
15:59:45, 4051592, 11222.60, 41.781738, 84.165954, 09, 19.92, 0.11, 19021.67, 22.03, -31.64, 48.90, -0.88, 0.19, 0.91, 2.78, 0
15:59:46, 4052525, 11226.30, 41.781799, 84.165725, 09, 20.50, 0.11, 18941.32, 22.46, -31.64, 44.92, -0.93, 0.08, 0.94, 2.80, 0
15:59:47, 4053538, 11230.00, 41.781856, 84.165481, 09, 19.68, 0.11, 19520.48, 22.46, -31.50, 44.92, -0.93, 0.24, 1.02, 2.80, 0
15:59:48, 4054727, 11233.40, 41.781902, 84.165206, 09, 24.23, 0.11, 19872.24, 21.17, -31.44, 47.91, -1.03, 0.27, 1.02, 2.80, 0
15:59:49, 4055534, 11236.50, 41.781944, 84.164909, 09, 25.63, 0.11, 19531.23, 22.03, -31.57, 44.92, -0.79, 0.05, 1.09, 2.80, 0
15:59:50, 4056528, 11239.80, 41.781986, 84.164611, 09, 24.98, 0.11, 19515.11, 21.60, -31.44, 44.92, -1.03, 0.23, 0.89, 2.81, 0
15:59:51, 4057562, 11243.40, 41.782035, 84.164329, 09, 23.01, 0.11, 19536.60, 21.17, -31.30, 48.90, -0.87, 0.07, 0.97, 2.79, 0
15:59:52, 4058544, 11246.90, 41.782085, 84.164070, 09, 21.42, 0.11, 19536.60, 22.03, -31.37, 60.85, -0.91, 0.24, 0.94, 2.79, 0
15:59:53, 4059795, 11250.20, 41.782135, 84.163818, 09, 21.61, 0.11, 19187.57, 22.03, -31.04, 44.92, -0.98, 0.12, 0.78, 2.78, 0
15:59:54, 4060609, 11253.20, 41.782173, 84.163558, 09, 22.66, 0.11, 19661.40, 23.76, -31.24, 48.90, -1.03, 0.44, 0.91, 2.80, 0
15:59:55, 4061614, 11255.80, 41.782199, 84.163284, 09, 23.48, 0.11, 19440.09, 22.03, -31.04, 45.91, -0.98, 0.29, 0.99, 2.77, 0
15:59:56, 4062594, 11258.50, 41.782222, 84.162994, 09, 23.98, 0.11, 19219.18, 23.76, -31.04, 47.91, -0.76, -0.10, 1.06, 2.79, 0
15:59:57, 4063618, 11261.90, 41.782253, 84.162712, 09, 23.43, 0.11, 19672.20, 21.60, -30.97, 45.91, -0.82, 0.17, 0.99, 2.79, 0
15:59:58, 4064825, 11265.90, 41.782287, 84.162445, 09, 22.00, 0.10, 19434.76, 22.03, -31.10, 45.91, -0.95, 0.21, 0.87, 2.80, 0
15:59:59, 4065561, 11270.00, 41.782333, 84.162185, 09, 21.41, 0.11, 19932.38, 20.31, -30.84, 44.92, -0.91, 0.17, 0.96, 2.78, 0
16:00:00, 4066580, 11273.80, 41.782386, 84.161941, 09, 21.39, 0.11, 19699.17, 22.46, -30.77, 47.91, -0.75, 0.12, 1.06, 2.78, 0
16:00:01, 4067581, 11277.30, 41.782451, 84.161697, 09, 21.86, 0.11, 19219.18, 22.03, -30.64, 47.91, -0.68, -0.06, 1.04, 2.79, 0
16:00:02, 4068609, 11281.20, 41.782520, 84.161445, 09, 21.17, 0.10, 19814.99, 23.33, -30.77, 41.93, -0.81, 0.17, 0.83, 2.79, 0
16:00:03, 4069758, 11285.60, 41.782588, 84.161186, 09, 22.43, 0.11, 19948.76, 21.17, -30.57, 43.92, -0.94, 0.33, 0.91, 2.78, 0
16:00:04, 4070578, 11290.00, 41.782642, 84.160934, 09, 21.51, 0.10, 20199.66, 20.31, -30.57, 47.91, -0.90, -0.04, 1.11, 2.81, 0
16:00:05, 4071586, 11293.70, 41.782680, 84.160682, 09, 21.28, 0.11, 19831.27, 22.03, -30.51, 45.91, -0.79, 0.05, 1.16, 2.79, 0
16:00:06, 4072633, 11296.90, 41.782707, 84.160430, 09, 21.02, 0.10, 19831.27, 21.60, -30.51, 43.92, -0.81, 0.03, 1.07, 2.81, 0
16:00:07, 4073644, 11299.90, 41.782730, 84.160179, 09, 21.66, 0.11, 19847.53, 20.74, -30.37, 44.92, -0.90, 0.28, 1.01, 2.78, 0
16:00:08, 4074782, 11303.40, 41.782760, 84.159912, 09, 22.37, 0.10, 19842.11, 21.17, -30.44, 40.93, -0.93, -0.06, 0.99, 2.79, 0
16:00:09, 4075587, 11307.10, 41.782798, 84.159645, 09, 22.78, 0.11, 20227.28, 22.46, -30.64, 41.93, -0.87, 0.17, 0.96, 2.81, 0
16:00:10, 4076582, 11310.90, 41.782848, 84.159370, 09, 23.88, 0.11, 19261.27, 22.03, -30.64, 44.92, -0.85, 0.23, 1.01, 2.79, 0
16:00:11, 4077594, 11314.50, 41.782901, 84.159088, 09, 24.27, 0.11, 19970.58, 21.17, -30.31, 45.91, -0.93, 0.13, 0.99, 2.80, 0
16:00:12, 4078586, 11318.00, 41.782951, 84.158805, 09, 24.28, 0.10, 20210.72, 21.17, -30.64, 45.91, -1.00, 0.03, 1.01, 2.78, 0
16:00:13, 4079780, 11321.30, 41.782993, 84.158515, 09, 24.76, 0.11, 19842.11, 22.03, -30.51, 43.92, -0.94, 0.12, 1.04, 2.79, 0
16:00:14, 4080644, 11325.00, 41.783027, 84.158218, 09, 25.39, 0.11, 19981.48, 22.46, -30.44, 44.92, -0.88, 0.09, 0.92, 2.81, 0
16:00:15, 4081645, 11328.80, 41.783073, 84.157913, 09, 25.42, 0.11, 20106.28, 20.31, -30.31, 44.92, -0.82, 0.11, 0.97, 2.78, 0
16:00:16, 4082656, 11332.50, 41.783126, 84.157615, 09, 25.78, 0.11, 19976.03, 22.03, -30.44, 46.91, -0.95, 0.28, 1.02, 2.79, 0
16:00:17, 4083647, 11335.60, 41.783191, 84.157310, 09, 26.47, 0.11, 19488.03, 22.03, -30.11, 44.92, -0.95, 0.11, 0.97, 2.79, 0
16:00:18, 4084847, 11338.60, 41.783260, 84.157005, 09, 26.44, 0.10, 20366.63, 22.03, -30.37, 45.91, -0.93, 0.20, 1.09, 2.81, 0
16:00:19, 4085657, 11341.70, 41.783325, 84.156700, 09, 26.54, 0.10, 20122.73, 20.31, -30.11, 44.92, -0.93, 0.09, 0.96, 2.78, 0
16:00:20, 4086612, 11345.10, 41.783382, 84.156394, 09, 26.15, 0.10, 20479.98, 20.74, -30.37, 45.91, -0.78, 0.09, 0.99, 2.80, 0
16:00:21, 4087615, 11349.10, 41.783428, 84.156089, 09, 25.50, 0.10, 20122.73, 22.89, -30.31, 45.91, -0.91, 0.20, 0.84, 2.80, 0
16:00:22, 4088617, 11352.80, 41.783473, 84.155792, 09, 24.28, 0.10, 20232.80, 21.60, -30.18, 41.93, -0.88, 0.27, 0.99, 2.81, 0
16:00:23, 4089858, 11355.80, 41.783523, 84.155517, 09, 23.40, 0.11, 20133.70, 20.31, -29.98, 46.91, -0.91, 0.25, 1.07, 2.79, 0
16:00:24, 4090659, 11358.70, 41.783580, 84.155242, 09, 23.38, 0.10, 20133.70, 21.60, -29.91, 46.91, -0.95, 0.16, 1.06, 2.79, 0
16:00:25, 4091633, 11361.80, 41.783641, 84.154975, 09, 23.50, 0.11, 20117.25, 21.60, -29.91, 44.92, -0.88, 0.08, 0.91, 2.78, 0
16:00:26, 4092614, 11365.30, 41.783695, 84.154701, 09, 23.49, 0.10, 20249.36, 20.31, -29.84, 41.93, -0.84, 0.17, 0.89, 2.79, 0
16:00:27, 4093668, 11369.00, 41.783744, 84.154426, 09, 23.10, 0.10, 20155.62, 22.46, -29.65, 40.93, -0.84, 0.12, 0.96, 2.80, 0
16:00:28, 4094877, 11372.90, 41.783786, 84.154136, 09, 25.03, 0.11, 19675.82, 23.33, -29.71, 44.92, -0.95, 0.15, 0.94, 2.79, 0
16:00:29, 4095629, 11377.10, 41.783821, 84.153823, 09, 26.27, 0.10, 20166.58, 22.46, -29.78, 43.92, -0.84, 0.16, 0.97, 2.79, 0
16:00:30, 4096625, 11380.40, 41.783859, 84.153511, 09, 26.77, 0.10, 20282.45, 21.60, -29.58, 41.93, -0.98, 0.24, 0.94, 2.80, 0
16:00:31, 4097657, 11384.20, 41.783901, 84.153198, 09, 26.39, 0.11, 20298.99, 20.74, -29.45, 46.91, -0.93, 0.23, 0.92, 2.79, 0
16:00:32, 4098321, 11388.50, 41.783946, 84.152893, 09, 25.18, 0.10, 20304.50, 21.60, -29.45, 40.93, -0.75, 0.09, 0.89, 2.79, 0
16:00:33, 4099850, 11392.70, 41.783996, 84.152603, 09, 23.38, 0.10, 20574.94, 21.60, -29.58, 40.93, -0.95, 0.07, 1.02, 2.80, 0
16:00:34, 4100668, 11396.10, 41.784046, 84.152343, 09, 21.84, 0.10, 20068.63, 20.31, -29.45, 38.94, -0.73, 0.16, 1.02, 2.82, 0
16:00:35, 4101700, 11398.60, 41.784095, 84.152099, 09, 20.60, 0.10, 20444.33, 22.03, -29.31, 44.92, -0.84, 0.11, 0.97, 2.80, 0
16:00:36, 4102712, 11401.50, 41.784141, 84.151855, 09, 21.55, 0.11, 19844.46, 22.89, -29.31, 44.92, -1.03, 0.09, 0.89, 2.80, 0
16:00:37, 4103671, 11404.90, 41.784187, 84.151596, 09, 22.67, 0.10, 20310.01, 20.74, -29.18, 43.92, -1.03, 0.21, 0.87, 2.79, 0
16:00:38, 4104855, 11408.70, 41.784225, 84.151321, 09, 24.02, 0.10, 20332.07, 21.17, -29.25, 48.90, -0.73, 0.21, 1.11, 2.81, 0
16:00:39, 4105695, 11411.80, 41.784259, 84.151031, 09, 24.27, 0.10, 20460.97, 20.31, -29.05, 46.91, -0.66, -0.03, 1.17, 2.80, 0
16:00:40, 4106710, 11414.70, 41.784286, 84.150741, 09, 24.57, 0.11, 20472.06, 21.60, -29.12, 46.91, -0.88, 0.11, 1.16, 2.80, 0
16:00:41, 4107704, 11417.60, 41.784305, 84.150459, 09, 23.59, 0.10, 20608.44, 22.03, -29.18, 40.93, -0.90, 0.01, 0.86, 2.77, 0
