GPS Time (HHMMSS), Runtime in ms, GPS Altitude, Latitude, Longitude, Number of Satellites, Speed (m/s), Pressure (atm), Pressure Altitude, Internal Temperature (TMP36) (C), Outside Temperature (Thermistor) (C), Humidity, X-Acceleration (Gs), Y-Acceleration (Gs), Z-Acceleration (Gs), Microphone, RPi On/Off
15:20:46, 1707651, 258.90, 41.574222, 84.594779, 07, 0.07, 1.00, 47.58, 22.89, 10.53, -112.43, 0.23, 0.24, 0.92, 2.64, 0
15:20:47, 1708701, 258.90, 41.574218, 84.594779, 07, 0.01, 0.97, 223.10, 24.19, 14.55, -113.43, 0.26, 0.20, 0.96, 2.82, 0
15:20:48, 1709907, 258.90, 41.574218, 84.594779, 07, 0.06, 0.97, 27.62, 27.63, 15.61, -113.43, 0.35, 0.11, 0.92, 2.76, 0
15:20:49, 1710702, 258.90, 41.574218, 84.594779, 07, 0.13, 0.97, 47.55, 23.76, 14.55, -98.49, 0.19, 0.29, 0.91, 2.76, 0
15:20:50, 1711650, 258.90, 41.574218, 84.594779, 07, 0.11, 1.00, 47.93, 21.17, 14.55, -96.50, 0.16, 0.29, 1.02, 2.84, 0
15:20:51, 1712672, 258.90, 41.574218, 84.594779, 07, 0.12, 0.97, 179.78, 22.89, 10.88, -95.50, 0.23, 0.01, 1.11, 2.84, 0
15:20:52, 1713658, 258.90, 41.574218, 84.594772, 07, 0.11, 0.98, 180.52, 27.63, 14.55, -113.43, 0.38, 0.31, 0.94, 2.74, 0
15:20:53, 1714893, 258.90, 41.574218, 84.594772, 07, 0.10, 1.00, 239.99, 27.63, 10.88, -111.44, 0.32, 0.31, 0.97, 2.86, 0
15:20:54, 1715672, 258.90, 41.574214, 84.594772, 07, 0.10, 1.00, 223.26, 22.46, 15.39, -98.49, 0.11, -0.12, 1.01, 2.80, 0
15:20:55, 1716705, 258.90, 41.574214, 84.594772, 07, 0.11, 0.97, 182.12, 23.76, 14.55, -113.43, 0.52, -0.04, 0.91, 2.81, 0
15:20:56, 1717703, 258.90, 41.574214, 84.594779, 07, 0.13, 1.00, 7.59, 21.17, 10.53, -119.41, 0.13, 0.12, 1.21, 2.77, 0
15:20:57, 1718707, 258.90, 41.574214, 84.594772, 07, 0.11, 1.00, 222.45, 23.76, 12.55, -108.45, 0.28, -0.07, 1.22, 2.89, 0
15:20:58, 1719871, 258.90, 41.574214, 84.594772, 07, 0.10, 0.97, 48.31, 29.36, 15.82, -104.47, 0.42, 0.12, 1.21, 2.86, 0
15:20:59, 1720647, 258.90, 41.574214, 84.594772, 07, 0.17, 0.97, 159.42, 21.17, 12.36, -107.45, 0.39, 0.07, 1.16, 2.89, 0
15:21:00, 1721664, 259.00, 41.574214, 84.594772, 07, 0.09, 0.98, 220.90, 23.33, 14.55, -100.48, 0.35, 0.19, 1.01, 2.72, 0
15:21:01, 1722715, 259.00, 41.574214, 84.594772, 07, 0.09, 1.00, 239.99, 27.63, 10.88, -109.45, 0.28, 0.19, 0.94, 2.77, 0
15:21:02, 1723662, 259.00, 41.574214, 84.594772, 07, 0.06, 0.97, 47.64, 23.33, 10.53, -113.43, 0.32, 0.19, 0.91, 2.88, 0
15:21:03, 1724880, 259.00, 41.574214, 84.594772, 07, 0.05, 0.97, 223.60, 23.33, 14.55, -111.44, 0.33, 0.21, 0.96, 2.78, 0
15:21:04, 1725685, 259.00, 41.574214, 84.594764, 07, 0.04, 1.00, 37.82, 21.17, 10.53, -113.43, 0.09, 0.11, 1.19, 2.91, 0
15:21:05, 1726671, 259.00, 41.574214, 84.594764, 07, 0.07, 0.98, 7.60, 23.76, 11.24, -113.43, 0.07, 0.01, 1.22, 2.91, 0
15:21:06, 1727700, 259.00, 41.574214, 84.594772, 07, 0.09, 1.00, 221.97, 23.76, 15.39, -100.48, 0.19, 0.19, 0.91, 2.80, 0
15:21:07, 1728701, 259.00, 41.574214, 84.594772, 07, 0.03, 0.97, 169.65, 24.19, 11.24, -115.42, 0.29, 0.21, 1.11, 2.73, 0
15:21:08, 1729954, 259.00, 41.574214, 84.594772, 07, 0.07, 0.98, 221.05, 23.33, 14.55, -101.48, 0.35, 0.19, 1.07, 2.77, 0
15:21:09, 1730755, 259.00, 41.574214, 84.594772, 07, 0.03, 0.97, 7.73, 24.19, 13.33, -110.44, 0.28, -0.11, 1.27, 2.80, 0
15:21:10, 1731762, 259.00, 41.574214, 84.594772, 07, 0.02, 0.97, 47.64, 23.33, 10.53, -111.44, 0.41, -0.02, 0.99, 2.86, 0
15:21:11, 1732706, 259.00, 41.574214, 84.594772, 07, 0.08, 0.97, 223.43, 24.62, 14.55, -113.43, 0.41, 0.07, 0.87, 2.82, 0
15:21:12, 1733744, 259.00, 41.574214, 84.594772, 07, 0.08, 0.99, 254.22, 22.89, 11.24, -114.43, 0.42, -0.04, 0.91, 2.90, 0
15:21:13, 1734908, 259.00, 41.574214, 84.594772, 07, 0.05, 0.98, -2.34, 30.22, 15.82, -98.49, 0.48, 0.07, 0.91, 2.77, 0
15:21:14, 1735704, 259.00, 41.574214, 84.594764, 07, 0.10, 1.00, 220.61, 23.76, 15.39, -102.47, 0.35, 0.03, 0.91, 2.87, 0
15:21:15, 1736692, 259.00, 41.574214, 84.594764, 07, 0.11, 0.97, 159.31, 27.63, 13.14, -101.48, 0.13, 0.05, 1.17, 2.70, 0
15:21:16, 1737757, 259.00, 41.574214, 84.594764, 07, 0.11, 0.98, 220.90, 24.62, 11.24, -98.49, 0.01, -0.04, 1.22, 2.89, 0
15:21:17, 1738777, 259.00, 41.574214, 84.594772, 07, 0.07, 1.00, 239.84, 24.19, 15.82, -98.49, 0.07, 0.15, 1.07, 2.81, 0
15:21:18, 1739969, 259.00, 41.574214, 84.594772, 07, 0.13, 0.97, 47.64, 23.33, 11.24, -99.49, 0.09, 0.03, 0.92, 2.87, 0
15:21:19, 1740735, 259.00, 41.574214, 84.594772, 07, 0.10, 0.97, 223.43, 23.76, 14.55, -113.43, 0.23, 0.12, 0.96, 2.81, 0
15:21:20, 1741731, 259.00, 41.574214, 84.594772, 07, 0.08, 0.98, 265.07, 23.76, 11.06, -111.44, 0.20, -0.06, 1.16, 2.76, 0
15:21:21, 1742725, 259.00, 41.574214, 84.594772, 07, 0.15, 0.98, 27.55, 24.62, 14.55, -96.50, 0.17, 0.16, 0.91, 2.75, 0
15:21:22, 1743745, 259.00, 41.574218, 84.594772, 07, 0.04, 0.99, 220.90, 24.19, 10.88, -111.44, 0.09, 0.13, 0.91, 2.88, 0
15:21:23, 1744932, 259.00, 41.574214, 84.594772, 07, 0.06, 0.97, 179.66, 23.33, 11.24, -115.42, 0.17, -0.02, 1.01, 2.87, 0
15:21:24, 1745721, 259.00, 41.574218, 84.594772, 07, 0.03, 0.98, 220.90, 23.33, 14.55, -100.48, 0.28, 0.13, 1.01, 2.73, 0
15:21:25, 1746771, 259.00, 41.574218, 84.594772, 07, 0.05, 0.97, 27.99, 24.19, 15.82, -104.47, 0.23, 0.03, 1.16, 2.83, 0
15:21:26, 1747738, 259.00, 41.574218, 84.594772, 07, 0.03, 1.00, 222.29, 22.89, 11.80, -100.48, 0.06, 0.24, 0.91, 2.78, 0
15:21:27, 1748729, 259.00, 41.574218, 84.594772, 07, 0.04, 0.97, 223.43, 24.62, 13.33, -113.43, 0.23, 0.20, 0.96, 2.82, 0
15:21:28, 1749925, 259.00, 41.574218, 84.594772, 07, 0.07, 0.99, 243.95, 18.16, 14.55, -95.50, 0.30, 0.04, 0.91, 2.89, 0
15:21:29, 1750789, 259.00, 41.574218, 84.594772, 07, 0.01, 0.98, 27.55, 25.48, 15.39, -98.49, 0.30, 0.12, 0.91, 2.75, 0
15:21:30, 1751784, 259.00, 41.574218, 84.594772, 07, 0.03, 1.00, 221.66, 24.19, 15.39, -100.48, 0.14, 0.04, 1.21, 2.86, 0
15:21:31, 1752803, 259.00, 41.574218, 84.594772, 07, 0.05, 0.97, 118.95, 23.33, 14.55, -94.51, 0.29, 0.09, 1.16, 2.88, 0
15:21:32, 1753758, 259.00, 41.574218, 84.594772, 07, 0.10, 0.98, 221.05, 26.34, 15.82, -113.43, 0.23, 0.09, 0.91, 2.78, 0
15:21:33, 1754999, 259.00, 41.574218, 84.594772, 07, 0.14, 0.97, 7.74, 22.46, 12.36, -108.45, 0.11, -0.07, 1.14, 2.82, 0
15:21:34, 1755745, 259.00, 41.574214, 84.594772, 07, 0.14, 0.97, 47.77, 24.19, 11.24, -110.44, 0.22, 0.21, 1.01, 2.80, 0
15:21:35, 1756733, 259.00, 41.574214, 84.594772, 07, 0.08, 0.97, 223.94, 24.62, 14.55, -113.43, 0.23, 0.15, 0.94, 2.81, 0
15:21:36, 1757743, 259.00, 41.574214, 84.594772, 07, 0.01, 0.98, 265.88, 23.33, 11.43, -113.43, 0.35, 0.07, 1.19, 2.75, 0
15:21:37, 1758801, 259.00, 41.574214, 84.594772, 07, 0.04, 0.99, 255.17, 22.89, 11.24, -116.42, 0.29, 0.04, 1.29, 2.88, 0
15:21:38, 1760011, 259.00, 41.574214, 84.594772, 07, 0.03, 1.00, 222.45, 23.76, 11.24, -113.43, 0.25, 0.23, 0.91, 2.83, 0
15:21:39, 1760804, 259.00, 41.574214, 84.594764, 07, 0.06, 0.97, 159.63, 22.89, 11.24, -114.43, 0.38, -0.02, 0.97, 2.73, 0
15:21:40, 1761741, 259.10, 41.574214, 84.594764, 07, 0.11, 0.99, 180.91, 27.63, 14.55, -104.47, 0.13, 0.01, 1.01, 2.72, 0
15:21:41, 1762777, 259.10, 41.574214, 84.594764, 07, 0.06, 1.00, 240.45, 27.63, 11.43, -113.43, 0.32, 0.29, 0.92, 2.86, 0
15:21:42, 1763760, 259.10, 41.574214, 84.594764, 07, 0.02, 0.97, 47.80, 23.76, 11.24, -113.43, 0.25, 0.27, 0.97, 2.78, 0
15:21:43, 1764972, 259.10, 41.574214, 84.594764, 07, 0.01, 0.97, 182.69, 24.19, 14.55, -113.43, 0.52, 0.11, 0.91, 2.85, 0
15:21:44, 1765706, 259.10, 41.574214, 84.594764, 07, 0.02, 1.00, 47.55, 29.79, 11.24, -113.43, 0.13, 0.16, 1.09, 2.75, 0
15:21:45, 1766730, 259.10, 41.574214, 84.594764, 07, 0.03, 1.00, 243.24, 24.62, 13.14, -107.45, 0.35, -0.02, 1.19, 2.88, 0
15:21:46, 1767711, 259.10, 41.574214, 84.594764, 07, 0.03, 0.97, 220.18, 27.63, 12.75, -114.43, 0.23, -0.02, 1.27, 2.85, 0
15:21:47, 1768759, 259.10, 41.574214, 84.594764, 07, 0.05, 0.97, 48.10, 22.89, 11.24, -114.43, 0.16, -0.02, 0.91, 2.90, 0
15:21:48, 1769986, 259.10, 41.574214, 84.594764, 07, 0.05, 0.98, 180.91, 22.89, 11.24, -99.49, 0.29, -0.07, 0.91, 2.76, 0
15:21:49, 1770773, 259.10, 41.574214, 84.594764, 07, 0.11, 0.97, -22.69, 22.46, 13.33, -99.49, 0.32, 0.03, 0.97, 2.80, 0
15:21:50, 1771816, 259.10, 41.574214, 84.594764, 07, 0.11, 1.00, 222.29, 22.89, 14.55, -100.48, 0.22, 0.51, 0.97, 2.79, 0
15:21:51, 1772768, 259.10, 41.574211, 84.594764, 07, 0.07, 0.97, 182.98, 24.19, 14.55, -113.43, 0.58, 0.44, 0.91, 2.82, 0
15:21:52, 1773825, 259.10, 41.574211, 84.594764, 07, 0.12, 1.00, 47.52, 24.19, 12.75, -106.46, -0.16, 0.29, 0.92, 2.88, 0
15:21:53, 1774964, 259.10, 41.574211, 84.594764, 07, 0.15, 0.98, -32.11, 17.73, 11.24, -113.43, -0.11, 0.24, 1.21, 2.82, 0
15:21:54, 1775787, 259.10, 41.574211, 84.594764, 07, 0.21, 0.97, 48.06, 22.89, 16.26, -132.35, -0.12, 0.16, 0.84, 2.77, 0
15:21:55, 1776840, 259.10, 41.574211, 84.594772, 07, 0.22, 0.99, -12.49, 23.33, 17.63, -113.43, 0.07, 0.15, 1.41, 2.87, 0
15:21:56, 1777786, 259.10, 41.574211, 84.594772, 07, 0.12, 0.99, 48.10, 19.45, 16.94, -119.41, 0.11, 0.23, 1.31, 2.89, 0
15:21:57, 1778793, 259.10, 41.574211, 84.594772, 07, 0.06, 0.97, -53.09, 22.46, 12.75, -98.49, 0.07, -0.06, 1.19, 2.85, 0
15:21:58, 1780032, 259.10, 41.574211, 84.594779, 07, 0.08, 1.01, 162.14, 22.03, 17.40, -98.49, 0.11, 0.04, 1.24, 2.65, 0
15:21:59, 1780836, 259.10, 41.574211, 84.594779, 07, 0.24, 0.97, 141.71, 25.48, 14.55, -113.43, 0.20, 0.20, 0.99, 2.81, 0
15:22:00, 1781822, 259.10, 41.574211, 84.594779, 07, 0.23, 1.01, 47.52, 24.62, 14.76, -111.44, 0.17, 0.23, 1.02, 2.78, 0
15:22:01, 1782799, 259.10, 41.574211, 84.594779, 07, 0.06, 0.98, 222.45, 24.19, 12.75, -117.41, 0.14, -0.02, 1.29, 2.91, 0
15:22:02, 1783797, 259.10, 41.574211, 84.594779, 07, 0.09, 0.98, -52.16, 29.79, 17.40, -104.47, 0.28, 0.17, 1.24, 2.88, 0
15:22:03, 1784990, 259.10, 41.574211, 84.594779, 07, 0.07, 0.99, -12.42, 24.19, 11.43, -113.43, 0.20, 0.19, 1.29, 2.81, 0
15:22:04, 1785793, 259.10, 41.574211, 84.594787, 07, 0.13, 0.99, 141.25, 21.17, 12.75, -108.45, 0.35, 0.29, 1.22, 2.93, 0
15:22:05, 1786813, 259.10, 41.574207, 84.594787, 07, 0.07, 1.01, 230.01, 27.63, 17.87, -99.49, -0.09, -0.02, 0.96, 2.81, 0
15:22:06, 1787789, 259.10, 41.574207, 84.594779, 07, 0.07, 0.97, 37.62, 25.48, 15.39, -113.43, 0.11, 0.27, 1.02, 2.78, 0
15:22:07, 1788809, 259.10, 41.574207, 84.594779, 07, 0.26, 0.97, 142.07, 24.62, 15.39, -115.42, 0.13, 0.29, 0.97, 2.82, 0
15:22:08, 1790046, 259.10, 41.574207, 84.594779, 07, 0.21, 1.01, 162.95, 24.62, 11.43, -98.49, -0.15, 0.36, 1.12, 2.75, 0
15:22:09, 1790829, 259.10, 41.574207, 84.594779, 07, 0.10, 0.99, -110.95, 32.80, 18.83, -99.49, 0.11, -0.02, 0.99, 2.89, 0
15:22:10, 1791818, 259.20, 41.574207, 84.594779, 07, 0.12, 0.97, 138.44, 27.63, 13.53, -115.42, 0.35, -0.02, 1.09, 2.89, 0
15:22:11, 1792851, 259.20, 41.574207, 84.594779, 07, 0.08, 0.97, 17.84, 17.73, 15.61, -110.44, -0.08, -0.02, 0.97, 2.89, 0
15:22:12, 1793869, 259.20, 41.574203, 84.594779, 07, 0.09, 0.98, 221.66, 23.76, 18.59, -123.39, 0.01, 0.19, 1.34, 2.91, 0
15:22:13, 1795077, 259.20, 41.574203, 84.594779, 07, 0.11, 0.97, -134.37, 24.19, 11.06, -114.43, -0.13, -0.04, 1.07, 2.83, 0
15:22:14, 1795821, 259.20, 41.574203, 84.594779, 07, 0.09, 0.97, -112.57, 25.05, 15.82, -116.42, 0.10, 0.29, 1.01, 2.78, 0
15:22:15, 1796837, 259.20, 41.574203, 84.594779, 07, 0.09, 0.97, 142.69, 25.91, 15.82, -115.42, 0.09, 0.32, 0.94, 2.82, 0
15:22:16, 1797833, 259.20, 41.574203, 84.594779, 07, 0.09, 1.01, 211.92, 27.63, 20.36, -98.49, 0.03, 0.36, 1.44, 2.76, 0
15:22:17, 1798874, 259.20, 41.574203, 84.594779, 07, 0.10, 0.99, -140.18, 33.66, 19.33, -104.47, 0.32, 0.13, 0.97, 2.87, 0
15:22:18, 1799981, 259.20, 41.574203, 84.594779, 07, 0.12, 0.97, -2.41, 25.91, 11.24, -98.49, 0.29, 0.40, 1.01, 2.93, 0
15:22:19, 1800879, 259.20, 41.574203, 84.594787, 07, 0.11, 1.00, -62.42, 25.05, 11.61, -98.49, 0.13, 0.04, 0.83, 2.84, 0
15:22:20, 1801797, 259.20, 41.574203, 84.594787, 07, 0.11, 0.99, 139.76, 24.19, 11.24, -96.50, 0.01, -0.10, 0.94, 2.91, 0
15:22:21, 1802845, 259.20, 41.574207, 84.594787, 07, 0.10, 0.97, -184.97, 24.19, 10.88, -109.45, -0.00, 0.09, 1.41, 2.81, 0
15:22:22, 1803788, 259.20, 41.574207, 84.594787, 07, 0.11, 0.97, -112.57, 25.91, 15.61, -115.42, 0.20, 0.29, 0.96, 2.78, 0
15:22:23, 1805034, 259.20, 41.574207, 84.594787, 07, 0.10, 0.97, 142.82, 25.91, 15.82, -121.40, 0.22, 0.35, 0.92, 2.83, 0
15:22:24, 1805883, 259.20, 41.574207, 84.594787, 07, 0.07, 0.99, 237.32, 23.76, 12.75, -104.47, 0.09, -0.02, 1.32, 2.76, 0
15:22:25, 1806789, 259.20, 41.574211, 84.594787, 07, 0.09, 0.99, -256.53, 34.53, 21.98, -101.48, 0.35, 0.04, 0.97, 2.83, 0
15:22:26, 1807840, 259.20, 41.574211, 84.594787, 07, 0.11, 1.02, -52.45, 24.62, 21.15, -117.41, -0.05, -0.04, 1.46, 2.92, 0
15:22:27, 1808835, 259.20, 41.574211, 84.594787, 07, 0.10, 0.97, 139.57, 22.89, 18.11, -92.52, 0.01, -0.02, 1.37, 2.80, 0
15:22:28, 1810045, 259.20, 41.574211, 84.594787, 07, 0.06, 1.00, 38.03, 16.86, 11.80, -98.49, -0.08, -0.02, 1.29, 2.94, 0
15:22:29, 1810904, 259.20, 41.574211, 84.594787, 07, 0.13, 0.97, -123.98, 24.19, 19.33, -110.44, -0.05, 0.09, 1.34, 2.81, 0
15:22:30, 1811857, 259.20, 41.574214, 84.594787, 07, 0.20, 0.97, -112.49, 25.05, 15.39, -101.48, 0.01, 0.48, 1.01, 2.77, 0
15:22:31, 1812857, 259.20, 41.574214, 84.594787, 07, 0.23, 0.97, 142.69, 25.91, 15.82, -121.40, 0.32, 0.41, 0.97, 2.82, 0
15:22:32, 1813910, 259.20, 41.574214, 84.594787, 07, 0.19, 1.01, -110.95, 24.19, 15.61, -100.48, 0.06, 0.43, 1.29, 2.76, 0
15:22:33, 1815098, 259.20, 41.574218, 84.594787, 07, 0.26, 1.01, 223.77, 25.05, 12.75, -120.40, 0.19, 0.09, 1.22, 2.77, 0
15:22:34, 1815916, 259.20, 41.574222, 84.594787, 07, 0.28, 0.97, 220.32, 21.17, 12.75, -120.40, 0.23, 0.09, 1.36, 2.90, 0
15:22:35, 1816870, 259.30, 41.574222, 84.594787, 07, 0.25, 1.00, 179.42, 33.23, 18.35, -103.47, -0.05, 0.40, 1.07, 2.72, 0
15:22:36, 1817850, 259.30, 41.574226, 84.594787, 07, 0.27, 0.99, 141.03, 22.89, 12.75, -96.50, 0.13, 0.37, 1.34, 2.91, 0
15:22:37, 1818871, 259.30, 41.574230, 84.594787, 07, 0.23, 1.02, 230.16, 32.80, 11.61, -117.41, 0.35, 0.47, 0.94, 2.89, 0
15:22:38, 1820120, 259.30, 41.574230, 84.594787, 07, 0.14, 1.01, 224.29, 23.33, 11.43, -93.51, 0.06, 0.48, 0.96, 2.77, 0
15:22:39, 1820826, 259.30, 41.574230, 84.594787, 07, 0.15, 0.97, 163.23, 25.48, 15.39, -117.41, 0.32, 0.41, 0.97, 2.82, 0
15:22:40, 1821915, 259.30, 41.574234, 84.594787, 07, 0.20, 1.01, -111.02, 24.19, 15.82, -98.49, 0.29, 0.50, 1.02, 2.78, 0
15:22:41, 1822858, 259.30, 41.574234, 84.594787, 07, 0.06, 0.98, -150.31, 33.66, 20.36, -98.49, 0.45, 0.27, 0.97, 2.85, 0
15:22:42, 1823934, 259.30, 41.574234, 84.594787, 07, 0.04, 0.97, 138.62, 27.63, 14.34, -92.52, 0.35, 0.39, 1.32, 2.90, 0
15:22:43, 1825045, 259.30, 41.574234, 84.594787, 07, 0.05, 1.00, -22.45, 25.05, 11.98, -100.48, 0.01, 0.37, 0.84, 2.73, 0
15:22:44, 1825829, 259.30, 41.574237, 84.594787, 07, 0.06, 1.00, -113.55, 17.73, 14.34, -121.40, 0.51, 0.51, 1.42, 2.76, 0
15:22:45, 1826919, 259.30, 41.574237, 84.594787, 07, 0.10, 1.02, 220.18, 27.63, 11.98, -117.41, 0.30, 0.52, 0.97, 2.90, 0
15:22:46, 1827859, 259.30, 41.574237, 84.594787, 07, 0.12, 0.97, -12.50, 24.62, 11.98, -115.42, 0.25, 0.50, 1.01, 2.77, 0
15:22:47, 1828897, 259.30, 41.574237, 84.594787, 07, 0.06, 0.97, 142.95, 25.91, 16.26, -115.42, 0.20, 0.50, 0.97, 2.82, 0
15:22:48, 1830060, 259.30, 41.574237, 84.594787, 07, 0.04, 0.99, 237.75, 23.76, 13.93, -105.46, 0.04, 0.51, 1.02, 2.88, 0
15:22:49, 1830907, 259.30, 41.574237, 84.594787, 07, 0.04, 0.98, -111.02, 32.80, 19.08, -99.49, 0.23, 0.04, 1.02, 2.84, 0
15:22:50, 1831892, 259.30, 41.574237, 84.594787, 07, 0.08, 0.98, 220.61, 27.63, 13.53, -119.41, 0.06, 0.40, 0.94, 2.82, 0
15:22:51, 1832842, 259.30, 41.574237, 84.594787, 07, 0.06, 0.98, -62.42, 23.76, 19.84, -117.41, 0.32, 0.24, 0.97, 2.73, 0
15:22:52, 1833919, 259.30, 41.574237, 84.594787, 07, 0.05, 0.98, 139.76, 24.62, 11.98, -94.51, -0.05, 0.11, 1.39, 2.76, 0
15:22:53, 1835115, 259.30, 41.574241, 84.594787, 07, 0.05, 1.02, 220.32, 27.63, 12.17, -115.42, 0.23, 0.46, 1.01, 2.89, 0
15:22:54, 1835876, 259.30, 41.574241, 84.594787, 07, 0.06, 0.97, -112.83, 25.91, 16.26, -116.42, 0.33, 0.36, 1.26, 3.00, 0
15:22:55, 1836921, 259.30, 41.574241, 84.594787, 07, 0.04, 0.97, 142.82, 25.91, 16.26, -117.41, 0.38, 0.25, 0.97, 2.82, 0
15:22:56, 1837907, 259.30, 41.574241, 84.594787, 07, 0.02, 1.01, -111.16, 24.62, 12.75, -118.41, 0.17, 0.11, 0.94, 2.94, 0
15:22:57, 1838916, 259.30, 41.574241, 84.594787, 07, 0.03, 0.99, -111.09, 27.63, 18.83, -100.48, 0.11, 0.13, 0.91, 2.81, 0
15:22:58, 1840069, 259.30, 41.574241, 84.594787, 07, 0.07, 0.97, 18.09, 21.17, 16.26, -92.52, -0.11, 0.24, 1.36, 2.89, 0
15:22:59, 1840914, 259.30, 41.574241, 84.594787, 07, 0.11, 1.00, -62.42, 23.76, 19.84, -117.41, 0.25, 0.08, 0.94, 2.70, 0
15:23:00, 1841874, 259.30, 41.574241, 84.594787, 07, 0.12, 0.99, 140.59, 22.89, 12.75, -100.48, 0.22, 0.29, 1.21, 2.77, 0
15:23:01, 1842935, 259.30, 41.574237, 84.594787, 07, 0.18, 0.97, -155.01, 23.76, 21.15, -99.49, -0.11, 0.12, 0.91, 2.85, 0
15:23:02, 1843863, 259.30, 41.574237, 84.594779, 07, 0.23, 0.97, -112.92, 26.34, 16.49, -119.41, 0.14, -0.02, 1.22, 2.81, 0
15:23:03, 1845125, 259.30, 41.574237, 84.594779, 07, 0.20, 0.97, 163.23, 25.48, 15.39, -117.41, 0.20, 0.43, 1.01, 2.83, 0
15:23:04, 1845862, 259.30, 41.574237, 84.594779, 07, 0.16, 1.01, 226.54, 23.76, 19.33, -96.50, -0.05, 0.09, 1.26, 2.93, 0
15:23:05, 1846862, 259.30, 41.574234, 84.594779, 07, 0.14, 1.01, 223.43, 25.91, 13.93, -109.45, 0.16, 0.09, 1.09, 2.91, 0
15:23:06, 1847922, 259.30, 41.574234, 84.594772, 07, 0.13, 1.01, 138.44, 32.37, 13.93, -111.44, -0.11, 0.29, 0.97, 2.81, 0
15:23:07, 1848895, 259.30, 41.574234, 84.594772, 07, 0.14, 1.01, 27.95, 22.89, 11.98, -113.43, 0.09, 0.09, 0.92, 2.89, 0
15:23:08, 1850085, 259.30, 41.574230, 84.594772, 07, 0.15, 0.98, 139.76, 25.91, 18.11, -120.40, 0.35, 0.21, 0.94, 2.78, 0
15:23:09, 1850894, 259.30, 41.574230, 84.594772, 07, 0.17, 0.97, -124.19, 25.05, 20.10, -110.44, 0.41, 0.33, 1.02, 2.81, 0
15:23:10, 1851877, 259.30, 41.574230, 84.594772, 07, 0.20, 0.97, -112.57, 25.05, 15.82, -116.42, 0.45, 0.46, 1.12, 2.80, 0
15:23:11, 1852922, 259.30, 41.574230, 84.594772, 06, 0.23, 0.97, 142.69, 26.34, 15.82, -117.41, 0.47, 0.27, 0.97, 2.82, 0
15:23:12, 1853871, 259.30, 41.574226, 84.594772, 06, 0.23, 1.01, -111.02, 23.76, 12.75, -106.46, 0.33, 0.37, 0.99, 2.78, 0
15:23:13, 1855098, 259.30, 41.574222, 84.594772, 06, 0.23, 0.98, -110.87, 31.94, 18.83, -101.48, 0.47, -0.02, 1.01, 2.89, 0
15:23:14, 1855878, 259.30, 41.574222, 84.594772, 06, 0.26, 1.01, 223.10, 24.62, 19.08, -115.42, 0.47, 0.19, 1.34, 2.81, 0
15:23:15, 1856887, 259.40, 41.574218, 84.594764, 06, 0.28, 1.01, 27.95, 21.17, 13.93, -107.45, 0.49, 0.13, 1.42, 2.93, 0
15:23:16, 1857888, 259.40, 41.574214, 84.594764, 06, 0.31, 0.99, 139.76, 23.76, 12.75, -90.52, 0.19, -0.07, 0.97, 2.76, 0
15:23:17, 1858908, 259.40, 41.574211, 84.594764, 06, 0.34, 1.02, 230.31, 27.63, 11.80, -115.42, 0.39, 0.39, 0.96, 2.90, 0
15:23:18, 1860147, 259.40, 41.574207, 84.594764, 05, 0.37, 0.97, -112.83, 25.91, 16.26, -117.41, 0.39, 0.40, 1.04, 2.78, 0
15:23:19, 1860947, 259.40, 41.574203, 84.594764, 05, 0.39, 0.97, 143.08, 25.48, 16.26, -115.42, 0.38, 0.47, 0.94, 2.82, 0
15:23:20, 1861931, 259.40, 41.574195, 84.594764, 05, 0.40, 1.01, 227.97, 23.33, 21.15, -100.48, 0.52, 0.08, 1.41, 2.76, 0
15:23:21, 1862936, 259.40, 41.574214, 84.594764, 05, 0.30, 1.02, 224.47, 25.05, 14.34, -121.40, 0.33, 0.01, 1.39, 2.93, 0
15:23:22, 1863954, 259.40, 41.574218, 84.594764, 06, 0.27, 1.02, -32.46, 24.62, 21.15, -117.41, 0.16, 0.21, 0.97, 2.92, 0
15:23:23, 1865115, 259.40, 41.574214, 84.594757, 06, 0.24, 1.00, 169.54, 34.53, 12.55, -94.51, 0.30, 0.48, 1.42, 2.81, 0
15:23:24, 1865907, 259.40, 41.574226, 84.594757, 06, 0.20, 0.99, 139.76, 25.91, 18.11, -123.39, 0.22, 0.23, 1.24, 2.92, 0
15:23:25, 1866912, 259.30, 41.574234, 84.594764, 06, 0.16, 0.97, -185.48, 25.05, 21.98, -112.43, 0.19, 0.19, 1.29, 2.88, 0
15:23:26, 1867955, 259.40, 41.574234, 84.594764, 06, 0.16, 0.97, -42.88, 25.05, 11.61, -118.41, 0.47, 0.40, 0.91, 2.99, 0
15:23:27, 1868959, 259.40, 41.574234, 84.594757, 06, 0.16, 0.97, 101.78, 26.77, 17.17, -117.41, 0.48, 0.43, 0.96, 2.84, 0
15:23:28, 1870215, 259.40, 41.574234, 84.594757, 06, 0.17, 1.02, 143.34, 26.34, 11.80, -98.49, 0.14, 0.33, 1.46, 2.78, 0
15:23:29, 1870965, 259.40, 41.574234, 84.594757, 06, 0.24, 0.98, -189.25, 34.53, 21.42, -98.49, 0.47, 0.09, 1.02, 2.91, 0
